,chart_file_sym,date,race_number,breed_code,distance,is_about_distance,surface_code,is_off_turf,course_type_code,race_type_code,race_conditions,race_name,sex_restriction_code,age_restriction_code,is_restricted_to_statebred,purse,max_claiming_price,min_claiming_price,grade_code,division,num_starters,track_condition_code,weather_code,post_time,temp_rail_dist,is_chute_start,is_track_sealed,race_f1_time,race_f2_time,race_f3_time,race_f4_time,race_f5_time,race_winning_time,wps_combined_pool,run_up_dist,horse_name,age,sex_code,medication_code,equipment_code,weight,claiming_price,earnings,program_number,coupled_type,morning_line,final_tote_odds,is_favorite,is_non_betting,payout_win,payout_place,payout_show,post_position,pos_call_start,pos_call_1,pos_call_2,pos_call_3,pos_call_4,pos_call_stretch,pos_call_finish,official_finish_position,call_1_lengths_behind,call_2_lengths_behind,call_3_lengths_behind,call_4_lengths_behind,stretch_call_lengths_behind,finish_lengths_behind,comment_line,trainer_first_name,trainer_middle_name,trainer_last_name,jockey_first_name,jockey_middle_name,jockey_last_name,apprentice_weight_allowance,owner_full_name,is_claimed,claiming_trainer_first_name,claiming_trainer_middle_name,claiming_trainer_last_name,claiming_owner_full_name,is_scratch,scratch_code,last_race_track,last_race_date,last_race_num,last_race_finish,long_comment,wager_type_1,wager_unit_1,wager_numright_1,wager_payout_1,wager_winningPGM_1,wager_pool_1,wager_type_2,wager_unit_2,wager_numright_2,wager_payout_2,wager_winningPGM_2,wager_pool_2,wager_type_3,wager_unit_3,wager_numright_3,wager_payout_3,wager_winningPGM_3,wager_pool_3,wager_type_4,wager_unit_4,wager_numright_4,wager_payout_4,wager_winningPGM_4,wager_pool_4,wager_type_5,wager_unit_5,wager_numright_5,wager_payout_5,wager_winningPGM_5,wager_pool_5,wager_type_6,wager_unit_6,wager_numright_6,wager_payout_6,wager_winningPGM_6,wager_pool_6,wager_type_7,wager_unit_7,wager_numright_7,wager_payout_7,wager_winningPGM_7,wager_pool_7,wager_type_8,wager_unit_8,wager_numright_8,wager_payout_8,wager_winningPGM_8,wager_pool_8,wager_type_9,wager_unit_9,wager_numright_9,wager_payout_9,wager_winningPGM_9,wager_pool_9,wager_type_10,wager_unit_10,wager_numright_10,wager_payout_10,wager_winningPGM_10,wager_pool_10,wager_type_11,wager_unit_11,wager_numright_11,wager_payout_11,wager_winningPGM_11,wager_pool_11,wager_type_12,wager_unit_12,wager_numright_12,wager_payout_12,wager_winningPGM_12,wager_pool_12,map_sex_restriction_code,map_breed_code,map_weather_code,map_medication_code,map_sex_code,map_grade_code,map_age_restriction_code,map_scratch_code,map_race_type_code,map_surface_code,map_track_condition_code,map_course_type_code,map_equipment_code,month,weekday,year,weeknum,x8name,x8country,x8_track_sym,race_id,runner_id
56,DED,2018-03-01,6,TB,7.0,0,D,0,M,CLM,NW1     6M,,,4U,0,20000,4000.0,4000.0,,,8,FST,L,8:13,,0,0,23.5,47.93,73.86,,,87.57,46008,40.0,Gentlemens Half,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,0.5,3.0,17.1,9-10-5,10142.0,D,1.0,,7.5,10-5,5003.0,E,1.0,,12.5,5-9,31655.0,S,0.1,,23.51,5-9-2-10,16042.0,T,0.5,,38.2,5-9-2,21623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Thursday,2018,4,GENTLEMENSHALF,USA,DED,DED_20180301_6,DED_20180301_6_nan
57,DED,2018-03-01,6,TB,7.0,0,D,0,M,CLM,NW1     6M,,,4U,0,20000,4000.0,4000.0,,,8,FST,L,8:13,,0,0,23.5,47.93,73.86,,,87.57,46008,40.0,Jubal,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,0.5,3.0,17.1,9-10-5,10142.0,D,1.0,,7.5,10-5,5003.0,E,1.0,,12.5,5-9,31655.0,S,0.1,,23.51,5-9-2-10,16042.0,T,0.5,,38.2,5-9-2,21623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,4 year olds & up,Also Eligible,Claiming,Dirt,Fast,Main Course,,3,Thursday,2018,4,JUBAL,USA,DED,DED_20180301_6,DED_20180301_6_nan
58,DED,2018-03-01,6,TB,7.0,0,D,0,M,CLM,NW1     6M,,,4U,0,20000,4000.0,4000.0,,,8,FST,L,8:13,,0,0,23.5,47.93,73.86,,,87.57,46008,40.0,Kira's King,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,0.5,3.0,17.1,9-10-5,10142.0,D,1.0,,7.5,10-5,5003.0,E,1.0,,12.5,5-9,31655.0,S,0.1,,23.51,5-9-2-10,16042.0,T,0.5,,38.2,5-9-2,21623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Thursday,2018,4,KIRASKING,USA,DED,DED_20180301_6,DED_20180301_6_nan
67,DED,2018-03-01,7,TB,8.0,0,D,0,M,MCL,,,B,4U,0,20000,10000.0,10000.0,,,8,FST,L,8:41,,0,0,24.54,50.38,76.82,,,105.27,36698,40.0,Sophie's Illusion,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,0.5,3.0,240.35,10-5-7,9768.0,D,1.0,,122.4,5-7,2584.0,E,1.0,,660.8,7-6,28266.0,M,0.5,3.0,3.7,10-5-1,,S,0.1,,830.77,7-6-4-3,16971.0,T,0.5,,1562.6,7-6-4,19751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,4 year olds & up,Vet,Maiden Claiming,Dirt,Fast,Main Course,,3,Thursday,2018,4,SOPHIESILLUSION,USA,DED,DED_20180301_7,DED_20180301_7_nan
76,DED,2018-03-01,8,TB,6.5,0,D,0,M,ALW,NW1       X,,B,3U,1,50000,,,,,10,FST,L,9:10,,0,0,23.32,47.44,73.88,,,80.6,47490,40.0,Quick Rae Rae,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,0.5,3.0,150.3,5-7-2,5324.0,D,1.0,,242.2,7-2,2980.0,E,1.0,,9.5,2-8,34828.0,S,0.1,,10.76,2-8-1-3,18977.0,T,0.5,,12.85,2-8-1,23884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds & up,Also Eligible,Allowance,Dirt,Fast,Main Course,,3,Thursday,2018,4,QUICKRAERAE,USA,DED,DED_20180301_8,DED_20180301_8_nan
77,DED,2018-03-01,8,TB,6.5,0,D,0,M,ALW,NW1       X,,B,3U,1,50000,,,,,10,FST,L,9:10,,0,0,23.32,47.44,73.88,,,80.6,47490,40.0,Shezjuslikeannie,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,0.5,3.0,150.3,5-7-2,5324.0,D,1.0,,242.2,7-2,2980.0,E,1.0,,9.5,2-8,34828.0,S,0.1,,10.76,2-8-1-3,18977.0,T,0.5,,12.85,2-8-1,23884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds & up,Also Eligible,Allowance,Dirt,Fast,Main Course,,3,Thursday,2018,4,SHEZJUSLIKEANNIE,USA,DED,DED_20180301_8,DED_20180301_8_nan
97,DED,2018-03-01,10,TB,5.0,0,D,0,M,MCL,,,,03,0,20000,10000.0,10000.0,,,10,FST,L,10:08,,0,0,22.07,46.63,,,,60.33,69879,40.0,Mr. Boss Jack,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,0.5,3.0,41.25,2-9-7,23429.0,4,0.5,4.0,4668.05,7-2/11/12-9-7/11/12,37349.0,5,0.5,5.0,7547.35,1/5/8/11/12-7-2/11/12-9-7/11/1,30189.0,D,1.0,,20.7,9-7,20585.0,E,1.0,,16.2,7-9,50173.0,S,0.1,,17.93,7-9-4-5,38618.0,T,0.5,,30.6,7-9-4,40492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds,Also Eligible,Maiden Claiming,Dirt,Fast,Main Course,,3,Thursday,2018,4,MR.BOSSJACK,USA,DED,DED_20180301_10,DED_20180301_10_nan
98,DED,2018-03-01,10,TB,5.0,0,D,0,M,MCL,,,,03,0,20000,10000.0,10000.0,,,10,FST,L,10:08,,0,0,22.07,46.63,,,,60.33,69879,40.0,Smooth Colliery,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,0.5,3.0,41.25,2-9-7,23429.0,4,0.5,4.0,4668.05,7-2/11/12-9-7/11/12,37349.0,5,0.5,5.0,7547.35,1/5/8/11/12-7-2/11/12-9-7/11/1,30189.0,D,1.0,,20.7,9-7,20585.0,E,1.0,,16.2,7-9,50173.0,S,0.1,,17.93,7-9-4-5,38618.0,T,0.5,,30.6,7-9-4,40492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds,Also Eligible,Maiden Claiming,Dirt,Fast,Main Course,,3,Thursday,2018,4,SMOOTHCOLLIERY,USA,DED,DED_20180301_10,DED_20180301_10_nan
0,FG,2018-03-01,1,TB,6.0,0,D,0,M,CLM,NW3     L,,,4U,0,15000,5000.0,5000.0,,,6,FST,C,1:02,,0,0,22.78,46.49,58.15,,,70.72,95244,70.0,Kid Pichongo,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,E,2.0,,35.6,3-5,70684.0,S,0.1,,11.06,3-5-6-4,35596.0,T,1.0,,45.3,3-5-6,52468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Also Eligible,Claiming,Dirt,Fast,Main Course,,3,Thursday,2018,4,KIDPICHONGO,USA,FGX,FGX_20180301_1,FGX_20180301_1_nan
41,FG,2018-03-01,6,TB,5.5,1,T,0,M,ALW,NW1       X,,B,3U,1,40000,,,,,8,FM,L,3:37,,0,0,22.69,46.06,57.76,,,64.1,98480,35.0,Daddy Boat,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,M,,,,,,3,0.5,3.0,24.15,5-8-10,13682.0,D,2.0,,15.4,8-10,6020.0,E,2.0,,37.4,10-7,71234.0,S,0.1,,33.17,10-7-2-4,35474.0,T,1.0,,119.4,10-7-2,46489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds & up,Main Track Only,Allowance,Turf,Firm,Main Course,,3,Thursday,2018,4,DADDYBOAT,USA,FGX,FGX_20180301_6,FGX_20180301_6_nan
42,FG,2018-03-01,6,TB,5.5,1,T,0,M,ALW,NW1       X,,B,3U,1,40000,,,,,8,FM,L,3:37,,0,0,22.69,46.06,57.76,,,64.1,98480,35.0,Diva's Ransom,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,0.5,3.0,24.15,5-8-10,13682.0,D,2.0,,15.4,8-10,6020.0,E,2.0,,37.4,10-7,71234.0,S,0.1,,33.17,10-7-2-4,35474.0,T,1.0,,119.4,10-7-2,46489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds & up,Vet,Allowance,Turf,Firm,Main Course,,3,Thursday,2018,4,DIVASRANSOM,USA,FGX,FGX_20180301_6,FGX_20180301_6_nan
43,FG,2018-03-01,6,TB,5.5,1,T,0,M,ALW,NW1       X,,B,3U,1,40000,,,,,8,FM,L,3:37,,0,0,22.69,46.06,57.76,,,64.1,98480,35.0,Flying Rosie,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,M,,,,,,3,0.5,3.0,24.15,5-8-10,13682.0,D,2.0,,15.4,8-10,6020.0,E,2.0,,37.4,10-7,71234.0,S,0.1,,33.17,10-7-2-4,35474.0,T,1.0,,119.4,10-7-2,46489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds & up,Main Track Only,Allowance,Turf,Firm,Main Course,,3,Thursday,2018,4,FLYINGROSIE,USA,FGX,FGX_20180301_6,FGX_20180301_6_nan
44,FG,2018-03-01,6,TB,5.5,1,T,0,M,ALW,NW1       X,,B,3U,1,40000,,,,,8,FM,L,3:37,,0,0,22.69,46.06,57.76,,,64.1,98480,35.0,Starry Ide Elaine,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,0.5,3.0,24.15,5-8-10,13682.0,D,2.0,,15.4,8-10,6020.0,E,2.0,,37.4,10-7,71234.0,S,0.1,,33.17,10-7-2-4,35474.0,T,1.0,,119.4,10-7-2,46489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds & up,Vet,Allowance,Turf,Firm,Main Course,,3,Thursday,2018,4,STARRYIDEELAINE,USA,FGX,FGX_20180301_6,FGX_20180301_6_nan
53,FG,2018-03-01,7,TB,6.0,0,D,0,M,MSW,,,F,03,0,41000,,,,,6,FST,L,4:07,,0,0,22.61,46.39,58.05,,,70.25,73282,70.0,Sugar Included,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,0.5,3.0,10.45,8-10-5,6305.0,D,2.0,,23.6,10-5,7375.0,E,2.0,,27.2,5-3,48121.0,S,0.1,,29.25,5-3-7-4,22427.0,T,1.0,,44.0,5-3-7,36871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds,Vet,Maiden Special Weight,Dirt,Fast,Main Course,,3,Thursday,2018,4,SUGARINCLUDED,USA,FGX,FGX_20180301_7,FGX_20180301_7_nan
60,FG,2018-03-01,8,TB,5.5,1,T,0,M,AOC,NW2       X,,,4U,0,42000,40000.0,40000.0,,,9,FM,L,4:39,,0,0,21.85,45.05,56.83,,,62.91,107336,35.0,Brilliant Interest,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,R,,,,,,3,0.5,3.0,21.45,10-5-2,6732.0,D,2.0,,18.2,5-2,6612.0,E,2.0,,34.0,2-10,90123.0,S,0.1,,39.16,2-10-6-3,37626.0,T,1.0,,86.4,2-10-6,51365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,4 year olds & up,Entered in another race,Allowance Optional Claiming,Turf,Firm,Main Course,,3,Thursday,2018,4,BRILLIANTINTEREST,USA,FGX,FGX_20180301_8,FGX_20180301_8_nan
61,FG,2018-03-01,8,TB,5.5,1,T,0,M,AOC,NW2       X,,,4U,0,42000,40000.0,40000.0,,,9,FM,L,4:39,,0,0,21.85,45.05,56.83,,,62.91,107336,35.0,Fish Trappe Road,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,M,,,,,,3,0.5,3.0,21.45,10-5-2,6732.0,D,2.0,,18.2,5-2,6612.0,E,2.0,,34.0,2-10,90123.0,S,0.1,,39.16,2-10-6-3,37626.0,T,1.0,,86.4,2-10-6,51365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,4 year olds & up,Main Track Only,Allowance Optional Claiming,Turf,Firm,Main Course,,3,Thursday,2018,4,FISHTRAPPEROAD,USA,FGX,FGX_20180301_8,FGX_20180301_8_nan
62,FG,2018-03-01,8,TB,5.5,1,T,0,M,AOC,NW2       X,,,4U,0,42000,40000.0,40000.0,,,9,FM,L,4:39,,0,0,21.85,45.05,56.83,,,62.91,107336,35.0,No Funny Biz,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,M,,,,,,3,0.5,3.0,21.45,10-5-2,6732.0,D,2.0,,18.2,5-2,6612.0,E,2.0,,34.0,2-10,90123.0,S,0.1,,39.16,2-10-6-3,37626.0,T,1.0,,86.4,2-10-6,51365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,4 year olds & up,Main Track Only,Allowance Optional Claiming,Turf,Firm,Main Course,,3,Thursday,2018,4,NOFUNNYBIZ,USA,FGX,FGX_20180301_8,FGX_20180301_8_nan
72,FG,2018-03-01,9,TB,8.5,0,D,0,M,MSW,,,,03,0,41000,,,,,9,FST,L,5:08,,0,0,23.86,48.14,73.15,98.64,,105.07,149658,40.0,New Colossus,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,0.5,3.0,25.5,5-2-1,18055.0,4,0.5,4.0,97.15,1/9/10-5/6-2/9-1/3,33505.0,5J,0.5,5.0,80.5,8-1/9/10-5/6-2/9-1/3,7300.0,D,2.0,,23.6,2-1,22127.0,E,2.0,,66.2,1-10,107932.0,S,0.1,,171.92,1-10-5-9,49628.0,S5,0.5,,5779.45,1-10-5-9-7,4318.0,T,1.0,,180.1,1-10-5,66020.0,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds,Vet,Maiden Special Weight,Dirt,Fast,Main Course,,3,Thursday,2018,4,NEWCOLOSSUS,USA,FGX,FGX_20180301_9,FGX_20180301_9_nan
31,GG,2018-03-01,6,TB,8.0,0,P,0,M,STR,NW2     L X,,,4U,0,17000,50000.0,,,,5,FST,L,3:27,,0,0,25.3,49.62,73.87,86.41,,98.98,85965,85.0,Holy Clem,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,191.0,4-4-6,5780.0,D,2.0,,79.0,4-6,6476.0,E,1.0,,33.2,6-2,44542.0,S,1.0,,171.4,6-2-4-3,21890.0,T,1.0,,113.8,6-2-4,29238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,4 year olds & up,Vet,Starter Allowance,PolyTrack,Fast,Main Course,,3,Thursday,2018,4,HOLYCLEM,USA,GGX,GGX_20180301_6,GGX_20180301_6_nan
37,GG,2018-03-01,7,TB,5.5,0,P,0,M,MCL,,,F,03,0,9000,12500.0,12500.0,,,7,FST,L,3:59,,0,0,22.29,46.27,58.85,,,65.2,87455,85.0,Hunted Gal,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,155.6,4-6-5,15437.0,4,0.5,4.0,351.4,4-4-6-5,35400.0,5,0.5,5.0,1120.05,4-4-4-6-5,19078.0,6J,0.2,6.0,3523.94,6-4-4-4-6-5,13192.0,D,2.0,,48.2,6-5,20047.0,E,1.0,,32.5,5-6,47569.0,S,1.0,,272.6,5-6-7-4,32216.0,S5,1.0,,3480.3,5-6-7-4-3,4559.0,T,1.0,,89.1,5-6-7,39308.0,,,,,,,,,,,,,,,,,,,Fillies,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds,Vet,Maiden Claiming,PolyTrack,Fast,Main Course,,3,Thursday,2018,4,HUNTEDGAL,USA,GGX,GGX_20180301_7,GGX_20180301_7_nan
7,GP,2018-03-01,2,TB,6.0,0,D,0,M,CLM,NW2     L,,B,4U,0,18000,6250.0,6250.0,,,6,FST,C,1:13,,0,0,22.76,46.19,59.2,,,73.08,125288,20.0,Dreaminofauntantil,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,D,2.0,,25.6,3-5,66679.0,E,2.0,,26.0,5-1,103039.0,S,0.1,,4.6,5-1-7-3,57767.0,T,1.0,,33.4,5-1-7,61603.0,Z,2.0,,4.4,3-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Stewards,Claiming,Dirt,Fast,Main Course,,3,Thursday,2018,4,DREAMINOFAUNTANTIL,USA,GPX,GPX_20180301_2,GPX_20180301_2_nan
34,GP,2018-03-01,6,TB,5.0,0,T,0,M,MCL,,,,03,0,34000,40000.0,30000.0,,,8,FM,C,3:12,96.0,0,0,21.84,44.83,,,,56.43,245085,54.0,Broadcast Time,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,3,1.0,3.0,53.2,7-4-7,62020.0,D,2.0,,17.2,4-7,42726.0,E,2.0,,36.2,7-4,203862.0,M,1.0,3.0,15.4,7-4-5,,S,0.1,,13.44,7-4-3-2,84764.0,S5,1.0,,262.2,7-4-3-2-1,3648.0,T,1.0,,61.1,7-4-3,120920.0,Z,2.0,,5.0,4-5,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Stewards,Maiden Claiming,Turf,Firm,Main Course,,3,Thursday,2018,4,BROADCASTTIME,USA,GPX,GPX_20180301_6,GPX_20180301_6_nan
43,GP,2018-03-01,7,TB,8.0,0,T,0,M,CLM,,,F,03,0,28000,20000.0,20000.0,,,8,FM,C,3:41,24.0,0,0,24.5,48.97,72.23,84.0,,96.24,264220,176.0,Baby Alidett,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,37.4,4-7-4,65707.0,D,2.0,,24.4,7-4,39927.0,E,2.0,,21.8,4-2,211035.0,M,1.0,3.0,14.3,4-5-4,,S,0.1,,9.02,4-2-5-1,81484.0,S5,1.0,,188.7,4-2-5-1-8,6344.0,T,1.0,,34.4,4-2-5,130326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Vet,Claiming,Turf,Firm,Main Course,,3,Thursday,2018,4,BABYALIDETT,USA,GPX,GPX_20180301_7,GPX_20180301_7_nan
68,GP,2018-03-01,10,TB,8.0,0,D,0,M,AOC,NW2       X,,B,4U,0,52000,50000.0,50000.0,,,7,FST,C,5:13,,0,0,23.6,47.36,71.38,,,97.05,230254,5.0,Valedictorian,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,70.9,2-2-3/6,35773.0,D,2.0,,16.0,2-6,47376.0,E,2.0,,17.6,6-2,188761.0,S,0.1,,8.89,6-2-8-7,74184.0,S5,1.0,,289.9,6-2-8-7-1,11310.0,T,1.0,,33.4,6-2-8,105723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Allowance Optional Claiming,Dirt,Fast,Main Course,,3,Thursday,2018,4,VALEDICTORIAN,USA,GPX,GPX_20180301_10,GPX_20180301_10_nan
76,GP,2018-03-01,11,TB,5.0,0,T,0,M,MCL,,,F,03,0,24000,20000.0,20000.0,,,12,FM,C,5:47,96.0,0,0,22.07,44.98,,,,56.98,266309,54.0,Charlotte de Berry,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,1.0,3.0,25.5,2-3/6-11/13/14,125753.0,4,0.5,4.0,99.2,2-2-3/6-11/13/14,311705.0,5,0.5,4.0,6.55,4-2-2-3/6-11/13/14,977840.0,5,0.5,5.0,419.55,4-2-2-3/6-11/13/14,977840.0,6J,0.2,6.0,829.22,5/7-4-2-2-3/6-11/13/14,501048.0,D,2.0,,7.2,6-11,107027.0,E,2.0,,34.8,11-7,255778.0,S,0.1,,38.83,11-7-1-2,135298.0,S5,1.0,,1582.6,11-7-1-2-8,3862.0,T,1.0,,50.6,11-7-1,156886.0,,,,,,,,,,,,,Fillies,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Also Eligible,Maiden Claiming,Turf,Firm,Main Course,,3,Thursday,2018,4,CHARLOTTEDEBERRY,USA,GPX,GPX_20180301_11,GPX_20180301_11_nan
77,GP,2018-03-01,11,TB,5.0,0,T,0,M,MCL,,,F,03,0,24000,20000.0,20000.0,,,12,FM,C,5:47,96.0,0,0,22.07,44.98,,,,56.98,266309,54.0,Jubilant,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,1.0,3.0,25.5,2-3/6-11/13/14,125753.0,4,0.5,4.0,99.2,2-2-3/6-11/13/14,311705.0,5,0.5,4.0,6.55,4-2-2-3/6-11/13/14,977840.0,5,0.5,5.0,419.55,4-2-2-3/6-11/13/14,977840.0,6J,0.2,6.0,829.22,5/7-4-2-2-3/6-11/13/14,501048.0,D,2.0,,7.2,6-11,107027.0,E,2.0,,34.8,11-7,255778.0,S,0.1,,38.83,11-7-1-2,135298.0,S5,1.0,,1582.6,11-7-1-2-8,3862.0,T,1.0,,50.6,11-7-1,156886.0,,,,,,,,,,,,,Fillies,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Also Eligible,Maiden Claiming,Turf,Firm,Main Course,,3,Thursday,2018,4,JUBILANT,USA,GPX,GPX_20180301_11,GPX_20180301_11_nan
0,OP,2018-03-01,1,TB,8.0,0,D,0,M,WCL,NW2     L,,,3U,0,25000,20000.0,16000.0,,,8,MY,L,1:31,,0,1,22.95,47.68,73.24,86.47,,100.39,116111,60.0,Telling You Twice,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,E,1.0,,30.7,7-2,86734.0,S,0.1,,44.5,7-2-3-5,35669.0,T,0.5,,74.15,7-2-3,59437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds & up,Vet,,Dirt,Muddy,Main Course,,3,Thursday,2018,4,TELLINGYOUTWICE,USA,OPX,OPX_20180301_1,OPX_20180301_1_nan
